,antecedents,consequents
1572,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_shegetmehigh']
1573,"['lukebryan_nightone', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['travisatreo_youareinlove']
1574,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh', 'mileycyrus_fu']",['lukebryan_nightone']
1575,"['lukebryan_nightone', 'travisatreo_youareinlove']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
1576,"['travisatreo_youareinlove', 'lukebryan_shegetmehigh']","['lukebryan_nightone', 'mileycyrus_fu']"
1577,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_shegetmehigh']"
1578,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['mileycyrus_fu']
1579,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']",['travisatreo_youareinlove']
1580,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']",['lukebryan_suntancity']
1581,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1582,"['lukebryan_nightone', 'travisatreo_youareinlove']","['lukebryan_suntancity', 'mileycyrus_fu']"
1583,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1584,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1585,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls', '&fabolous']",['bigsean_light']
1586,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']",['&fabolous']
1587,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu', '&fabolous']",['kaleo_alltheprettygirls']
1588,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls', '&fabolous']",['lukebryan_shegetmehigh']
1589,"['bigsean_light', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls', '&fabolous']",['mileycyrus_fu']
1590,"['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['bigsean_light', '&fabolous']"
1591,"['lukebryan_shegetmehigh', 'mileycyrus_fu', '&fabolous']","['bigsean_light', 'kaleo_alltheprettygirls']"
1592,"['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu']","['kaleo_alltheprettygirls', '&fabolous']"
1593,"['mileycyrus_fu', 'kaleo_alltheprettygirls', '&fabolous']","['bigsean_light', 'lukebryan_shegetmehigh']"
1594,"['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['lukebryan_shegetmehigh', '&fabolous']"
1595,"['bigsean_light', 'mileycyrus_fu', '&fabolous']","['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']"
1596,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls', '&fabolous']","['bigsean_light', 'mileycyrus_fu']"
1597,"['bigsean_light', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['mileycyrus_fu', '&fabolous']"
1598,"['bigsean_light', 'lukebryan_shegetmehigh', '&fabolous']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1599,"['bigsean_light', 'kaleo_alltheprettygirls', '&fabolous']","['lukebryan_shegetmehigh', 'mileycyrus_fu']"
1600,"['mileycyrus_fu', '&fabolous']","['bigsean_light', 'lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']"
1601,"['lukebryan_shegetmehigh', 'kaleo_alltheprettygirls']","['bigsean_light', 'mileycyrus_fu', '&fabolous']"
1602,"['lukebryan_shegetmehigh', '&fabolous']","['bigsean_light', 'mileycyrus_fu', 'kaleo_alltheprettygirls']"
1603,"['kaleo_alltheprettygirls', '&fabolous']","['bigsean_light', 'lukebryan_shegetmehigh', 'mileycyrus_fu']"
1604,"['bigsean_light', '&fabolous']","['lukebryan_shegetmehigh', 'mileycyrus_fu', 'kaleo_alltheprettygirls']"
1605,"['lukebryan_nightone', 'bigsean_light', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
1606,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
1607,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['bigsean_light']
1608,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['lukebryan_nightone']
1609,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['mileycyrus_fu']
1610,"['lukebryan_nightone', 'bigsean_light', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1611,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['bigsean_light', 'lukebryan_suntancity']"
1612,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['bigsean_light', 'kanyewest_gorgeous']"
1613,"['bigsean_light', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1614,"['bigsean_light', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1615,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'bigsean_light']"
1616,"['lukebryan_nightone', 'bigsean_light', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
1617,"['lukebryan_nightone', 'bigsean_light', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1618,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['bigsean_light', 'mileycyrus_fu']"
1619,"['bigsean_light', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['lukebryan_nightone', 'mileycyrus_fu']"
1620,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'bigsean_light', 'kanyewest_gorgeous']"
1621,"['bigsean_light', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']"
1622,"['bigsean_light', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1623,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['leonbridges_cominghome']
1624,"['leonbridges_cominghome', 'joségonzález_downtheline', 'mileycyrus_fu', 'lilwayne_presidentcarter']",['kaleo_alltheprettygirls']
1625,"['leonbridges_cominghome', 'mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['joségonzález_downtheline']
1626,"['leonbridges_cominghome', 'joségonzález_downtheline', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']",['mileycyrus_fu']
1627,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']",['lilwayne_presidentcarter']
1628,"['joségonzález_downtheline', 'mileycyrus_fu', 'lilwayne_presidentcarter']","['kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1629,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'leonbridges_cominghome']"
1630,"['leonbridges_cominghome', 'mileycyrus_fu', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'kaleo_alltheprettygirls']"
1631,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'leonbridges_cominghome']"
1632,"['leonbridges_cominghome', 'joségonzález_downtheline', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls']"
1633,"['leonbridges_cominghome', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'mileycyrus_fu']"
1634,"['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls']","['leonbridges_cominghome', 'lilwayne_presidentcarter']"
1635,"['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']","['kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1636,"['mileycyrus_fu', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']","['joségonzález_downtheline', 'lilwayne_presidentcarter']"
1637,"['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']","['mileycyrus_fu', 'lilwayne_presidentcarter']"
1638,"['mileycyrus_fu', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1639,"['joségonzález_downtheline', 'lilwayne_presidentcarter']","['mileycyrus_fu', 'kaleo_alltheprettygirls', 'leonbridges_cominghome']"
1640,"['leonbridges_cominghome', 'lilwayne_presidentcarter']","['joségonzález_downtheline', 'mileycyrus_fu', 'kaleo_alltheprettygirls']"
1641,"['mileycyrus_fu', 'leonbridges_cominghome']","['joségonzález_downtheline', 'kaleo_alltheprettygirls', 'lilwayne_presidentcarter']"
1642,"['joségonzález_downtheline', 'kaleo_alltheprettygirls']","['leonbridges_cominghome', 'mileycyrus_fu', 'lilwayne_presidentcarter']"
1643,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']",['travisatreo_youareinlove']
1644,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove', 'mileycyrus_fu']",['leonbridges_cominghome']
1645,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu', 'leonbridges_cominghome']",['joségonzález_downtheline']
1646,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'mileycyrus_fu', 'leonbridges_cominghome']",['lukebryan_nightone']
1647,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove', 'leonbridges_cominghome']",['mileycyrus_fu']
1648,"['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']","['travisatreo_youareinlove', 'leonbridges_cominghome']"
1649,"['lukebryan_nightone', 'mileycyrus_fu', 'leonbridges_cominghome']","['joségonzález_downtheline', 'travisatreo_youareinlove']"
1650,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['joségonzález_downtheline', 'leonbridges_cominghome']"
1651,"['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1652,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'leonbridges_cominghome']"
1653,"['travisatreo_youareinlove', 'mileycyrus_fu', 'leonbridges_cominghome']","['lukebryan_nightone', 'joségonzález_downtheline']"
1654,"['lukebryan_nightone', 'joségonzález_downtheline', 'leonbridges_cominghome']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1655,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']","['mileycyrus_fu', 'leonbridges_cominghome']"
1656,"['lukebryan_nightone', 'travisatreo_youareinlove', 'leonbridges_cominghome']","['joségonzález_downtheline', 'mileycyrus_fu']"
1657,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'leonbridges_cominghome']","['lukebryan_nightone', 'mileycyrus_fu']"
1658,"['mileycyrus_fu', 'leonbridges_cominghome']","['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']"
1659,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'joségonzález_downtheline', 'leonbridges_cominghome']"
1660,"['lukebryan_nightone', 'leonbridges_cominghome']","['joségonzález_downtheline', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1661,"['lukebryan_nightone', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'mileycyrus_fu', 'leonbridges_cominghome']"
1662,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'mileycyrus_fu', 'leonbridges_cominghome']"
1663,"['travisatreo_youareinlove', 'leonbridges_cominghome']","['lukebryan_nightone', 'joségonzález_downtheline', 'mileycyrus_fu']"
1664,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['travisatreo_youareinlove']
1665,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1666,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['lukebryan_suntancity']
1667,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['joségonzález_downtheline']
1668,"['travisatreo_youareinlove', 'joségonzález_downtheline', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['lukebryan_nightone']
1669,"['lukebryan_nightone', 'joségonzález_downtheline', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1670,"['lukebryan_nightone', 'joségonzález_downtheline', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1671,"['lukebryan_nightone', 'joségonzález_downtheline', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1672,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['joségonzález_downtheline', 'travisatreo_youareinlove']"
1673,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'kanyewest_gorgeous']"
1674,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'lukebryan_suntancity']"
1675,"['joségonzález_downtheline', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1676,"['travisatreo_youareinlove', 'joségonzález_downtheline', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1677,"['joségonzález_downtheline', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity']"
1678,"['lukebryan_nightone', 'travisatreo_youareinlove']","['joségonzález_downtheline', 'lukebryan_suntancity', 'kanyewest_gorgeous']"
1679,"['joségonzález_downtheline', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']"
1680,"['joségonzález_downtheline', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']"
1681,"['joségonzález_downtheline', 'travisatreo_youareinlove']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1682,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
1683,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
1684,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_nightone']
1685,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['mileycyrus_fu']
1686,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['oscarisaac_green']
1687,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1688,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'lukebryan_suntancity']"
1689,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1690,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
1691,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1692,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['lukebryan_nightone', 'mileycyrus_fu']"
1693,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity']"
1694,"['lukebryan_nightone', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1695,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1696,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['oscarisaac_green', 'mileycyrus_fu']"
1697,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']"
1698,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1699,"['lukebryan_suntancity', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']"
1700,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['travisatreo_youareinlove']
1701,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['kanyewest_gorgeous']
1702,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['lukebryan_suntancity']
1703,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['lukebryan_nightone']
1704,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'travisatreo_youareinlove']",['oscarisaac_green']
1705,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1706,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1707,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1708,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1709,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1710,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_nightone', 'lukebryan_suntancity']"
1711,"['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']","['oscarisaac_green', 'travisatreo_youareinlove']"
1712,"['lukebryan_nightone', 'lukebryan_suntancity', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous']"
1713,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['oscarisaac_green', 'lukebryan_suntancity']"
1714,"['lukebryan_nightone', 'oscarisaac_green']","['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1715,"['oscarisaac_green', 'lukebryan_suntancity']","['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']"
1716,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'kanyewest_gorgeous', 'lukebryan_suntancity']"
1717,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']"
1718,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1719,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1720,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_nightone']
1721,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['mileycyrus_fu']
1722,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1723,"['lukebryan_nightone', 'oscarisaac_green', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1724,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['lukebryan_nightone', 'travisatreo_youareinlove']"
1725,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'kanyewest_gorgeous']"
1726,"['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1727,"['lukebryan_nightone', 'oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1728,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_nightone', 'mileycyrus_fu']"
1729,"['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1730,"['lukebryan_nightone', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1731,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green']"
1732,"['lukebryan_nightone', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1733,"['lukebryan_nightone', 'oscarisaac_green']","['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1734,"['oscarisaac_green', 'travisatreo_youareinlove']","['lukebryan_nightone', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1735,"['travisatreo_youareinlove', 'mileycyrus_fu']","['lukebryan_nightone', 'oscarisaac_green', 'kanyewest_gorgeous']"
1736,"['lukebryan_nightone', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1737,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1738,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['kanyewest_gorgeous']
1739,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'mileycyrus_fu']",['lukebryan_suntancity']
1740,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']",['mileycyrus_fu']
1741,"['travisatreo_youareinlove', 'kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']",['oscarisaac_green']
1742,"['oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1743,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['travisatreo_youareinlove', 'lukebryan_suntancity']"
1744,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['kanyewest_gorgeous', 'lukebryan_suntancity']"
1745,"['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1746,"['travisatreo_youareinlove', 'oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1747,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['lukebryan_suntancity', 'mileycyrus_fu']"
1748,"['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1749,"['travisatreo_youareinlove', 'lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1750,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity']"
1751,"['oscarisaac_green', 'lukebryan_suntancity']","['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1752,"['oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'lukebryan_suntancity', 'mileycyrus_fu']"
1753,"['lukebryan_suntancity', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']"
1754,"['travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'lukebryan_suntancity', 'kanyewest_gorgeous']"
1755,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']",['travisatreo_youareinlove']
1756,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']",['kanyewest_gorgeous']
1757,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous', 'mileycyrus_fu']",['jimmybuffett_remittanceman']
1758,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']",['mileycyrus_fu']
1759,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']",['oscarisaac_green']
1760,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'mileycyrus_fu']","['kanyewest_gorgeous', 'travisatreo_youareinlove']"
1761,"['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'travisatreo_youareinlove']"
1762,"['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'kanyewest_gorgeous']"
1763,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'kanyewest_gorgeous']","['travisatreo_youareinlove', 'mileycyrus_fu']"
1764,"['jimmybuffett_remittanceman', 'oscarisaac_green', 'travisatreo_youareinlove']","['kanyewest_gorgeous', 'mileycyrus_fu']"
1765,"['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']","['jimmybuffett_remittanceman', 'mileycyrus_fu']"
1766,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove']"
1767,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove', 'mileycyrus_fu']","['oscarisaac_green', 'kanyewest_gorgeous']"
1768,"['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'oscarisaac_green']"
1769,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'travisatreo_youareinlove']","['oscarisaac_green', 'mileycyrus_fu']"
1770,"['jimmybuffett_remittanceman', 'oscarisaac_green']","['kanyewest_gorgeous', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1771,"['oscarisaac_green', 'travisatreo_youareinlove']","['jimmybuffett_remittanceman', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1772,"['jimmybuffett_remittanceman', 'mileycyrus_fu']","['oscarisaac_green', 'travisatreo_youareinlove', 'kanyewest_gorgeous']"
1773,"['travisatreo_youareinlove', 'mileycyrus_fu']","['jimmybuffett_remittanceman', 'oscarisaac_green', 'kanyewest_gorgeous']"
1774,"['jimmybuffett_remittanceman', 'kanyewest_gorgeous']","['oscarisaac_green', 'travisatreo_youareinlove', 'mileycyrus_fu']"
1775,"['jimmybuffett_remittanceman', 'travisatreo_youareinlove']","['oscarisaac_green', 'kanyewest_gorgeous', 'mileycyrus_fu']"
1776,"['lukebryan_nightone', 'oscarisaac_green', 'lukebryan_suntancity', 'mileycyrus_fu']",['travisatreo_youareinlove']
